movieId,actor,director
448,Jeff Bridges|Isabella Rossellini|Rosie Perez,Peter Weir
449,Larry B. Scott|Mark Christopher Lawrence|Rusty Cundieff,Rusty Cundieff
450,,
451,Dennis Quaid|Meg Ryan|James Caan,Steve Kloves
452,Joan Plowright|Mia Farrow|Natasha Richardson,John Irvin
453,Michael J. Fox|Gabrielle Anwar|Anthony Higgins,Barry Sonnenfeld
454,Tom Cruise|Jeanne Tripplehorn|Gene Hackman,Sydney Pollack
455,Jason James Richter|Lori Petty|Michael Madsen,Simon Wincer
456,,
457,Harrison Ford|Tommy Lee Jones|Sela Ward,Andrew Davis
458,,
459,Alec Baldwin|Kim Basinger|Michael Madsen,Roger Donaldson
460,,
461,V.S. Brodie|Guinevere Turner|T. Wendy McMillan,Rose Troche
462,,
463,Rebecca De Mornay|Don Johnson|Stephen Lang,Sidney Lumet
464,Jean-Claude Van Damme|Lance Henriksen|Yancy Butler,John Woo
465,Hiep Thi Le|Tommy Lee Jones|Haing S. Ngor,Oliver Stone
466,Charlie Sheen|Lloyd Bridges|Valeria Golino,Jim Abrahams
467,Dana Delany|Kim Cattrall|Cynthia Stevenson,Julianna Lavin
468,Hugh Grant|Tara Fitzgerald|Colm Meaney,Christopher Monger
469,Jeremy Irons|Meryl Streep|Maria Conchita Alonso,Bille August
470,Christopher Reid|Christopher Martin|David Edwards,Eric Meza
471,Tim Robbins|Paul Newman|Jennifer Jason Leigh,Joel Coen|Ethan Coen
472,Nick Nolte|Albert Brooks|Whittni Wright,James L. Brooks
473,Pauly Shore|Lori Petty|Andy Dick,Daniel Petrie Jr.
474,Clint Eastwood|John Malkovich|Rene Russo,Wolfgang Petersen
475,Daniel Day-Lewis|Pete Postlethwaite|Alison Crosbie,Jim Sheridan
476,Larenz Tate|Joe Morton|Suzzanne Douglas,Matty Rich
477,Angela Bassett|Laurence Fishburne|RaéVen Kelly,Brian Gibson
478,Joe Pesci|Christian Slater|Victoria Abril,Barry Levinson
479,Emilio Estevez|Cuba Gooding Jr.|Denis Leary,Stephen Hopkins
480,Sam Neill|Laura Dern|Jeff Goldblum,Steven Spielberg
481,Brad Pitt|Juliette Lewis|Kathy Larson,Dominic Sena
482,Eric Stoltz|Julie Delpy|Martin Raymond,Roger Avary
483,Jesse Bradford|Jeroen Krabbé|Lisa Eichhorn,Steven Soderbergh
484,Helen Slater|Tom Guiry|Jon Tenney,Daniel Petrie
485,Arnold Schwarzenegger|F. Murray Abraham|Art Carney,John McTiernan
486,Michael J. Fox|Christina Vidal|Nathan Lane,James Lapine
487,Paul Hogan|Cuba Gooding Jr.|Beverly D&apos;Angelo,Simon Wincer
488,,
489,Whoopi Goldberg|Ted Danson|Will Smith,Richard Benjamin
490,Alec Baldwin|Nicole Kidman|Bill Pullman,Harold Becker
491,Mel Gibson|Nick Stahl|Margaret Whitton,Mel Gibson
492,Woody Allen|Diane Keaton|Jerry Adler,Woody Allen
493,Tyrin Turner|Larenz Tate|June Kyoto Lu,Albert Hughes|Allen Hughes
494,Kurt Russell|Halle Berry|Steven Seagal,Stuart Baird
495,Tatsuya Fuji|Eiko Matsuda|Aoi Nakajima,Nagisa Ôshima
496,Tom Noonan|Karen Sillas,Tom Noonan
497,Kenneth Branagh|Emma Thompson|Keanu Reeves,Kenneth Branagh
498,Richard Gere|Lena Olin|Anne Bancroft,Mike Figgis|Jon Amiel
499,Matt Dillon|Annabella Sciorra|Mary-Louise Parker,Anthony Minghella
500,,
501,David Thewlis|Lesley Sharp|Katrin Cartlidge,Mike Leigh
502,Pat Morita|Hilary Swank|Michael Ironside,Christopher Cain
503,Peter Weller|Judy Davis|Patrick Bauchau,Michael Tolkin
504,Ray Liotta|Lance Henriksen|Stuart Wilson,Martin Campbell
505,,
506,Tilda Swinton|Billy Zane|Quentin Crisp,Sally Potter
507,Kevin Costner|Clint Eastwood|Laura Dern,Clint Eastwood
508,Tom Hanks|Denzel Washington|Roberta Maxwell,Jonathan Demme
509,Holly Hunter|Harvey Keitel|Sam Neill,Jane Campion
510,Janet Jackson|Tupac Shakur|Regina King,John Singleton
511,James Caan|Halle Berry|Omar Epps,David S. Ward
512,Donald Sutherland|Eric Thal|Julie Warner,Stuart Orme
513,Brian Benben|Mary Stuart Masterson|Ned Beatty,Mel Smith
514,Denis Leary|Judy Davis|Kevin Spacey,Ted Demme
515,Anthony Hopkins|Emma Thompson|John Haycraft,James Ivory
516,Danny DeVito|Gregory Hines|James Remar,Penny Marshall
517,Sean Connery|Wesley Snipes|Harvey Keitel,Philip Kaufman
518,Anthony Hopkins|Bridget Fonda|Matthew Broderick,Alan Parker
519,Robert John Burke|Nancy Allen|Mario Machado,Fred Dekker
520,Cary Elwes|Richard Lewis|Roger Rees,Mel Brooks
521,Gary Oldman|Lena Olin|Wallace Wood,Peter Medak
522,Russell Crowe|Daniel Pollock|Jacqueline McKenzie,Geoffrey Wright
523,,
524,Sean Astin|Jon Favreau|Ned Beatty,David Anspaugh
525,Danny Glover|Matt Dillon|Rick Aviles,Tim Hunter
526,Cyril Collard|Romane Bohringer|Carlos López,Cyril Collard
527,Liam Neeson|Ralph Fiennes|Ben Kingsley,Steven Spielberg
528,Albert Brooks|Brendan Fraser|Dianne Wiest,Michael Ritchie
529,,
530,William Hurt|Nathan Yapp|Keith Allen,Chris Menges
531,Kate Maberly|Maggie Smith|Heydon Prowse,Agnieszka Holland
532,Kathleen Turner|Sam Waterston|Ricki Lake,John Waters
533,,
534,Anthony Hopkins|Debra Winger|Julian Fellowes,Richard Attenborough
535,Andie MacDowell|Julianne Moore|Tim Robbins,Robert Altman
536,Steve Martin|Gabriel Byrne|Laura Linney,Gillies MacKinnon
537,,
538,Will Smith|Stockard Channing|Donald Sutherland,Fred Schepisi
539,Tom Hanks|Meg Ryan|Ross Malinger,Nora Ephron
540,Sharon Stone|William Baldwin|Tom Berenger,Phillip Noyce
541,Harrison Ford|Rutger Hauer|Sean Young,Ridley Scott
542,Pauly Shore|Carla Gugino|Lane Smith,Steve Rash
543,Mike Myers|Nancy Travis|Anthony LaPaglia,Thomas Schlamme
544,Bruce Willis|Sarah Jessica Parker|Dennis Farina,Rowdy Herrington
545,Nastassja Kinski|Ben Kingsley|Dennis Goldson,Arthur Joffé
546,Bob Hoskins|John Leguizamo|Dennis Hopper,Annabel Jankel|Rocky Morton
547,,
548,Charlie Sheen|Nastassja Kinski|James Gandolfini,Deran Sarafian
549,Colm Feore|Derek Keurvorst|Katya Ladan,François Girard
550,Lara Flynn Boyle|Josh Charles|Stephen Baldwin,Andrew Fleming
551,Danny Elfman|Chris Sarandon|Catherine O&apos;Hara,Henry Selick
552,,
553,,
554,,
555,Christian Slater|Patricia Arquette|Dennis Hopper,Tony Scott
556,James Carville|George Stephanopoulos|Heather Beckel,Chris Hegedus|D.A. Pennebaker
558,Macaulay Culkin|Christopher Lloyd|Kanin Howell,Pixote Hunt|Joe Johnston
559,Leslie Hope|Peter Outerbridge|Victor Ertmanis,Jerry Ciccoritti
560,Martha Plimpton|Kelly Lynch|Rutger Hauer,Jennifer Warren
561,Anthony LaPaglia|Mimi Rogers|Matt Craven,Mark Malone
562,,
563,,
564,,
565,Federico Luppi|Ron Perlman|Claudio Brook,Guillermo del Toro
566,,
567,Peter Coyote|Verónica Forqué|Victoria Abril,Pedro Almodóvar
568,,
569,Luke Edwards|Timothy Busfield|John Ashton,Andrew Scheinman
570,Jesper Salén|Stellan Skarsgård|Basia Frydman,Åke Sandgren
571,Julie Walters|Jim Broadbent|Thora Hird,Richard Loncraine
572,Robin Givens|Marco Hofschneider|Rick Johnson,Eva Sereny
573,Paolo Villaggio|Isa Danieli|Gigio Morra,Lina Wertmüller
574,Jeremy Davies|Alberta Watson|Benjamin Hendrickson,David O. Russell
575,Travis Tedford|Bug Hall|Brittany Ashton Holmes,Penelope Spheeris
576,Kên Higelin|Jean Yanne|Florence Darel,Rémy Duchemin
577,Tina Majorino|Keith Carradine|Chelsea Field,George Miller
579,,
580,Phoebe Cates|Jim Broadbent|Wendy Hughes,Michael Austin
581,Lily Tomlin|Tony Curtis|Susie Bright,Rob Epstein|Jeffrey Friedman
582,Julie Mauduech|Hubert Koundé|Mathieu Kassovitz,Mathieu Kassovitz
583,Nanni Moretti|Renato Carpentieri|Antonio Neiwiller,Nanni Moretti
584,Marcello Mastroianni|Luisina Brando|Alejandra Podesta,María Luisa Bemberg
585,Shelley Long|Gary Cole|Christine Taylor,Betty Thomas
586,Macaulay Culkin|Joe Pesci|Daniel Stern,Chris Columbus
587,,
588,Scott Weinger|Robin Williams|Linda Larkin,Ron Clements|John Musker
589,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong,James Cameron
590,Kevin Costner|Mary McDonnell|Graham Greene,Kevin Costner
591,Billy Blanks|Roddy Piper|Richard Norton,Steve Cohen
592,Michael Keaton|Jack Nicholson|Kim Basinger,Tim Burton
593,Jodie Foster|Anthony Hopkins|Scott Glenn,Jonathan Demme
594,Adriana Caselotti|Harry Stockwell|Lucille La Verne,William Cottrell|David Hand|Wilfred Jackson
595,Paige O&apos;Hara|Robby Benson|Jesse Corti,Gary Trousdale|Kirk Wise
596,Dickie Jones|Christian Rub|Mel Blanc,Norman Ferguson|T. Hee|Wilfred Jackson
597,Richard Gere|Julia Roberts|Jason Alexander,Garry Marshall
598,Sergey Dreyden|Agnès Soral|Viktor Mikhailov,Yuri Mamin|Arkadiy Tigay
599,William Holden|Ernest Borgnine|Robert Ryan,Sam Peckinpah
600,Gil Bellows|Renée Zellweger|Rory Cochrane,C.M. Talkington
601,,
602,,
603,Matthew Modine|Randy Quaid|Paul Reiser,Sam Weisman
604,Louise Smith,Joseph Strick
605,Michelle Pfeiffer|George Clooney|Mae Whitman,Michael Hoffman
606,Tony Todd|Kelly Rowan|Caroline Barclay,Bill Condon
607,Charles Dance|Clive Owen|Miranda Richardson,Stephen Poliakoff
608,William H. Macy|Frances McDormand|Steve Buscemi,Joel Coen|Ethan Coen
609,Michael J. Fox|Sally Field|Ralph Waite,David R. Ellis
610,Richard Romanus|John Candy|Joe Flaherty,Gerald Potterton|John Bruno|John Halas
611,Bruce Ramsay|Valentina Vargas|Doug Bradley,Kevin Yagher
612,David Schwimmer|Gwyneth Paltrow|Michael Rapaport,Matt Reeves
613,William Hurt|Charlotte Gainsbourg|Anna Paquin,Franco Zeffirelli
614,Oliver Milburn|Dearbhla Molloy|Danny Cunningham,Anna Campion
615,,
616,Phil Harris|Eva Gabor|Sterling Holloway,Wolfgang Reitherman
617,,
618,Antonio Banderas|Melanie Griffith|Daryl Hannah,Fernando Trueba
619,Matt LeBlanc|Jayne Brook|Gene Ross,Bill Couturié
620,Vittorio Mezzogiorno|Stefan Glowacz|Mathilda May,Werner Herzog
621,Catherine Deneuve|Daniel Auteuil|Marthe Villalonga,André Téchiné
623,,
624,James Russo|Cynda Williams|Paul Calderon,Mika Kaurismäki
625,Selim Boughedir|Mustapha Adouani|Rabiah Ben-Abdullah,Férid Boughedir
626,Martin Lawrence|Lynn Whitfield|Regina King,Martin Lawrence
627,,
628,Richard Gere|Laura Linney|Edward Norton,Gregory Hoblit
629,Maurice Dean Wint|Rachael Crawford|Clark Johnson,Clement Virgo
630,,
631,Charlie Sheen|Sheena Easton|Dom DeLuise,Larry Leker|Paul Sabella
632,,
633,Tim Daly|Caroleen Feeney|Dan Gunther,Hal Salwen
634,Whoopi Goldberg|Armin Mueller-Stahl|Juliet Landau,Jonathan R. Betuel
635,Robert Duvall|James Earl Jones|Michael Beach,Richard Pearce
636,Michael Gunther|Craig Chester|Michael Stock,Todd Verow
637,Steve Martin|Dan Aykroyd|Phil Hartman,Jonathan Lynn
638,Richard E. Grant|Samantha Mathis|Judi Dench,Tim Sullivan
639,Theresa Randle|Isaiah Washington|Spike Lee,Spike Lee
640,Sharon Stone|Isabelle Adjani|Chazz Palminteri,Jeremiah S. Chechik
641,Thierry Lhermitte|Ludwig Briand|Patrick Timsit,Hervé Palud
642,Anica Dobra|Felicitas Grimm-Luck|Martin Umbach,Martin Enlen
643,Ulrich Mühe|Iris Berben|Marita Marschall,Carlo Rola
644,Erik Goertz|Anton Rattinger|Dieter Wardetzky,Ed Herzog
645,Emmanuelle Béart|Michel Serrault|Jean-Hugues Anglade,Claude Sautet
647,Denzel Washington|Meg Ryan|Lou Diamond Phillips,Edward Zwick
648,Tom Cruise|Jon Voight|Emmanuelle Béart,Brian De Palma
649,Masatoshi Nagase|Lili Taylor|Fisher Stevens,Friðrik Þór Friðriksson
650,Robin Wright|Morgan Freeman|Stockard Channing,Pen Densham
651,Veronica Ferres|Joachim Król|Richy Müller,Sönke Wortmann
652,Pang Eun-jin|Hwang Sin-hye|Chu-Ryun Kim,Park Chul-Soo
653,,
654,Peter Ketnath|Nina Hoss|Steffen Schroeder,Joseph Vilsmaier
655,Pauline Collins|George Tabori|Ulrich Tukur,Michael Verhoeven
656,Whoopi Goldberg|Frank Langella|Dennis Farina,Steve Rash
657,Leon Schuster|John Matshikiza|Wilson Dunster,Gray Hofmeyr
658,Max Cullen|Kris McQuade|Tina Bursill,Richard Wherrett
659,Alain Delon|Maurice Ronet|Marie Laforêt,René Clément
660,Anthony Hopkins|Leslie Phillips|Kate Burton,Anthony Hopkins
661,Paul Terry|Joanna Lumley|Pete Postlethwaite,Henry Selick
662,Mark Wahlberg|Reese Witherspoon|William Petersen,James Foley
663,Dave Foley|Bruce McCulloch|Kevin McDonald,Kelly Makin
664,Cher|Chazz Palminteri|Ryan O&apos;Neal,Paul Mazursky
665,Predrag &apos;Miki&apos; Manojlovic|Lazar Ristovski|Mirjana Jokovic,Emir Kusturica
666,Johan Widerberg|Marika Lagercrantz|Tomas von Brömssen,Bo Widerberg
667,Daniel Bernhardt|James Hong|Pat Morita,Alan Mehrez|Philip Tan
668,Kanu Bannerjee|Karuna Bannerjee|Subir Banerjee,Satyajit Ray
670,Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty,Satyajit Ray
671,Trace Beaulieu|Michael J. Nelson|Jim Mallon,Jim Mallon
672,Mira Sorvino|Rose Gregorio|Matthew Lillard,Helen De Michiel
673,,
674,,
675,Tia Carrere|Rigg Kennedy|Lisa Dean Ryan,Catherine Cyran
676,Donna Frotscher|Nick Baldasare|Christina Veronica,Brett Piper
678,Billy Bob Thornton|Molly Ringwald|J.T. Walsh,George Hickenlooper
679,Albert Finney|Matt Keeslar|Victoria Smurfit,Peter Yates
680,,
681,Philippe Noiret|Isabelle Huppert|Stéphane Audran,Bertrand Tavernier
682,Samuel Fuller|Jim Jarmusch,Mika Kaurismäki
683,Michel Bouquet|Brian Cox|Maquisard Alfonso,Claude Chabrol
684,Talia Shire|Joe Cortese|Elizabeth Ashley,Gordon Willis
685,Eric Roberts|Gregory Harrison|Margaret Cho,Randal Kleiser
687,,
688,Danny Glover|Ray Liotta|Denis Leary,Simon Wincer
690,Corinna Harfouch|Meret Becker|August Zirner,Margarethe von Trotta
691,Shirley MacLaine|Ricki Lake|Brendan Fraser,Richard Benjamin
692,Mario Van Peebles|William Sadler|Barry Corbin,Norberto Barba
693,Gila Almagor|Kaipu Cohen|Juliano Mer-Khamis,Eli Cohen
694,,
695,Alicia Silverstone|Kevin Dillon|Bill Nunn,Pat Verducci
696,Amanda Plummer|Kathy Jamieson|Saskia Reeves,Michael Winterbottom
697,Keanu Reeves|Vincent D&apos;Onofrio|Cameron Diaz,Steven Baigelman
698,Audie England|Costas Mandylor|Eric da Silva,Zalman King
699,Patricia Royce|Lorraine Devon Wilke|JD Souther,Barry Caillier
700,Charlie Talbert|George C. Scott|Kathy Bates,Patrick Read Johnson
701,Jan Decleir|Gérard Desarthe|Antje de Boeck,Stijn Coninx
702,John Marley|Gena Rowlands|Lynn Carlin,John Cassavetes
703,Winona Ryder|Lukas Haas|John C. Reilly,Stacy Cochran
704,,
705,Ben Mendelsohn|Barry Otto|Toni Collette,Mark Joffe
706,Rhea Perlman|Fredro Starr|Carol Kane,Steve Gomer
707,Nick Nolte|Melanie Griffith|Jennifer Connelly,Lee Tamahori
708,,
709,,
710,Damon Wayans|Daniel Stern|Dan Aykroyd,Tom DeCerchio
711,Paul Hogan|Elijah Wood|Jonathan Banks,Alan Shapiro
712,Julia Ormond|Tim Roth|Keith Allen,Angela Pope
713,Antonio Banderas|Jennifer Connelly|Stefania Sandrelli,Betty Kaplan
714,Johnny Depp|Gary Farmer|Crispin Glover,Jim Jarmusch
715,Olivier Martinez|Juliette Binoche|Pierre Arditi,Jean-Paul Rappeneau
716,Robbie Lee|Joanne Nail|Monica Gayle,Jack Hill
717,Javier Bardem|Aitana Sánchez-Gijón|Josep Maria Flotats,Manuel Gómez Pereira
718,Christian Clavier|Jean Reno|Valérie Lemercier,Jean-Marie Poiré
719,Michael Keaton|Andie MacDowell|Zack Duhame,Harold Ramis
720,,
721,Samir Guesmi|Khaled Ksouri|Sondos Belhassen,Frieder Schlaich|Irene von Alberti
722,Maila Nurmi|Dolores Fuller|Paul Marco,Brett Thompson
723,Kris Bidenko|Emma Coles|Kris McQuade,Jane Campion
724,Robin Tunney|Fairuza Balk|Neve Campbell,Andrew Fleming
725,Samuel L. Jackson|Jeff Goldblum|Damon Wayans,Reginald Hudlin
726,Sharon Stone|Rob Morrow|Randy Quaid,Bruce Beresford
727,,
728,Eileen Atkins|Kate Beckinsale|Sheila Burrell,John Schlesinger
729,Mark Rylance|Alice Krige|Gottfried John,Stephen Quay|Timothy Quay|Weiser Quay
730,,John L&apos;Ecuyer
731,,
732,Fred Williamson|Jim Brown|Pam Grier,Larry Cohen|Fred Williamson
733,,
734,Jack Lemmon|Dan Aykroyd|Lily Tomlin,Harvey Miller
735,Rupert Everett|François Hadji-Lazaro|Anna Falchi,Michele Soavi
736,Helen Hunt|Bill Paxton|Jami Gertz,Jan de Bont
737,,
738,Gérard Depardieu|Géraldine Pailhas|Antoine Pialat,Maurice Pialat
739,Veronica Ferres|Anica Dobra|Julia Stemberger,Gabriel Barylli
741,Atsuko Tanaka|Iemasa Kayumi|Akio Ôtsuka,Mamoru Oshii
742,,
743,Leslie Nielsen|Nicollette Sheridan|Charles Durning,Rick Friedberg
744,Om Puri|Pawan Malhotra|Angeline Ball,Udayan Prasad
745,Peter Sallis|Anne Reid|Justin Fletcher,Nick Park
746,,
747,Tom Arnold|Jessica Lundy|Bug Hall,John Landis
748,,
749,Charles Laughton|Binnie Barnes|Richard Carlson,Robert Z. Leonard
750,Peter Sellers|George C. Scott|Sterling Hayden,Stanley Kubrick
751,,
752,George Thrush|Marya Cohn|Ann O&apos;Brien,John O&apos;Brien
753,,
754,Christina Ricci|Anna Chlumsky|Polly Draper,Kevin James Dobson
755,Errol Flynn|Dean Stockwell|Paul Lukas,Victor Saville
756,Helena Solberg|Eric Barreto|Cynthia Adler,Helena Solberg
757,Brigitte Lin|Maggie Cheung|Leslie Cheung,Kar-Wai Wong
758,Behzad Khodaveisi|Fatemeh Azrah|Abbas Khavaninzadeh,Ebrahim Forouzesh
759,Maya Lin,Freida Lee Mock
760,Dominique Horwitz|Thomas Kretschmann|Jochen Nickel,Joseph Vilsmaier
761,Billy Zane|Kristy Swanson|Treat Williams,Simon Wincer
762,Demi Moore|Burt Reynolds|Armand Assante,Andrew Bergman
763,Catherine O&apos;Hara|Jared Leto|Christina Ricci,David Keating
764,,
765,Robin Williams|Diane Lane|Brian Kerwin,Francis Ford Coppola
766,Lili Taylor|Jared Harris|Martha Plimpton,Mary Harron
767,Piper Laurie|Sissy Spacek|Walter Matthau,Charles Matthau
768,Tom Conti|Predrag &apos;Miki&apos; Manojlovic|María Casares,Goran Paskaljevic
769,Marlene Dietrich|Maria Riva|David Riva,Chris Hunt
770,Arturo Cámara|Silvia Morgan|Juan Muñiz,Julio de Fleischner
771,Papa Wemba|Bibi Krubwa|Landu Nzunzimbu Matshia,Benoît Lamy|Mweze Ngangura
772,,
773,Magaye Niang|Myriam Niang|Christoph Colomb,Djibril Diop Mambéty
774,Serge Yanogo|Rosine Yanogo|Joseph Nikiema,Gaston Kaboré
775,Jane Fonda|Brigitte Bardot|Alain Delon,Federico Fellini|Louis Malle|Roger Vadim
776,Victoria Foyt|Matt Salinger|Frances Fisher,Victoria Foyt|Henry Jaglom
777,Chris Cooper|Patricia Clarkson|Kris Kristofferson,Robby Henson
778,Ewan McGregor|Ewen Bremner|Jonny Lee Miller,Danny Boyle
779,Jeanne Tripplehorn|Dylan McDermott|John Plumpis,Scott Winant
780,Will Smith|Bill Pullman|Jeff Goldblum,Roland Emmerich
781,Jeremy Irons|Liv Tyler|Carlo Cecchi,Bernardo Bertolucci
782,Robert De Niro|Wesley Snipes|Ellen Barkin,Tony Scott
783,Demi Moore|Jason Alexander|Mary Kay Bergman,Gary Trousdale|Kirk Wise
784,Jim Carrey|Matthew Broderick|Leslie Mann,Ben Stiller
785,Woody Harrelson|Randy Quaid|Bill Murray,Bobby Farrelly|Peter Farrelly
786,Arnold Schwarzenegger|Vanessa Williams|James Caan,Chuck Russell
787,Deborah Amos|Carma Hinton|Edward Stanley,Richard Gordon|Carma Hinton
788,,
789,Assumpta Serna|Dominique Sanda|Héctor Alterio,María Luisa Bemberg
790,Kristin Scott Thomas|Claudiu Bleont|Olga Tudorache,Lucian Pintilie
791,Leopold Kozlowski,Yale Strom
792,,
793,,
794,Alex Del Rosario|Gandong Cervantes|Lawrence David,Mel Chionglo
795,Rosie Perez|Harvey Keitel|Anthony Quinn,Alexandre Rockwell
796,Robert McLane|Curt Gareth|Bo White,Christopher Larkin
797,Jeanne Moreau|Michel Serrault|Luc Thuillier,Laurent Heynemann
798,Sylvester Stallone|Amy Brenneman|Viggo Mortensen,Rob Cohen
799,Michael J. Fox|Trini Alvarado|Peter Dobson,Peter Jackson
800,Chris Cooper|Elizabeth Peña|Stephen Mendillo,John Sayles
801,Michelle Trachtenberg|Rosie O&apos;Donnell|Gregory Smith,Bronwen Hughes
802,John Travolta|Kyra Sedgwick|Forest Whitaker,Jon Turteltaub
803,Catherine Keener|Anne Heche|Amy Braverman,Nicole Holofcener
804,Edward Burns|Jennifer Aniston|John Mahoney,Edward Burns
805,Matthew McConaughey|Sandra Bullock|Samuel L. Jackson,Joel Schumacher
806,Dustin Hoffman|Dennis Franz|Sean Nelson,Michael Corrente
807,Clara Bellar|Antoine Basler|Mathias Mégard,Éric Rohmer
808,Thora Birch|Vincent Kartheiser|Dirk Benedict,Fraser C. Heston
809,Laurence Fishburne|Stephen Baldwin|Will Patton,Kevin Hooks
810,Shaquille O&apos;Neal|Francis Capra|Ally Walker,Paul Michael Glaser
812,Gary Kemp|Sadie Frost|Aleksandr Kaydanovskiy,Ildikó Enyedi
813,Bill Murray|Matthew McConaughey|Jerry Adler,Howard Franklin
814,Scott Caan|Lee Nashold|Kevin Michael Richardson,Mitch Marcus
815,Eric Roberts|Lisa Thornhill|Jason Gedrick,Jaime Hellman
816,Sonia Braga|Patrick Malahide|Ion Caramitru,Nicolas Roeg
818,Shelley Long|Gary Cole|Tim Matheson,Arlene Sanford
819,Maurizio Nichetti|Elena Sofia Ricci|Amanda Sandrelli,Maurizio Nichetti
820,Simone Signoret|Georges Marchal|Charles Vanel,Luis Buñuel
821,Jennifer Taylor|Aaron Shields|Robert Peterson,Alex Graves
822,,
823,,
824,André Eisermann|Udo Samel|Jeremy Clyde,Peter Sehr
825,Christoph M. Ohrt|Carin C. Tietze|Tim Bergmann,Rolf Silber
826,Christiane Hörbiger|Jennifer Nitsch|Lena Stolze,Peter Weck
827,Catherine Deneuve|John Malkovich|Luís Miguel Cintra,Manoel de Oliveira
828,Martin Landau|Jonathan Taylor Thomas|Geneviève Bujold,Steve Barron
829,Jerry O&apos;Connell|Megan Ward|Billy West,John Payson
830,,
831,Guillermo Diaz|Frederick Weller|Brendan Corbalis,Nigel Finch
832,Mel Gibson|Gary Sinise|Rene Russo,Ron Howard
833,,
834,Jermaine Hopkins|Brian Hooks|Claudia Kaleem,Doug Ellin
835,,
836,Keanu Reeves|Morgan Freeman|Rachel Weisz,Andrew Davis
837,Danny DeVito|Rhea Perlman|Mara Wilson,Danny DeVito
838,Gwyneth Paltrow|James Cosmo|Greta Scacchi,Douglas McGrath
839,Vincent Perez|Mia Kirshner|Richard Brooks,Tim Pope
840,,
841,Pierre Brasseur|Alida Valli|Juliette Mayniel,Georges Franju
842,Dennis Miller|Erika Eleniak|Angie Everhart,Gilbert Adler
843,Lawrence Gilliard Jr.|Wendell Holmes|Barbara Gonzalez,John Rubino
844,Wenli Jiang|Xingli Niu|Shaojun Tian,Li Yin
845,Siqin Gaowa|Chung-Hua Tou|Jingwu Ma,Ho Yim
846,Paul Austin|Robert John Burke|Martin Donovan,Hal Hartley
847,Lara Flynn Boyle|Danny Nucci|Peter Dobson,Marcus DeLeon
848,Alison Elliott|Ellen Burstyn|Marcia Gay Harden,Lee David Zlotoff
849,Kurt Russell|Steve Buscemi|Stacy Keach,John Carpenter
850,Le Van Loc|Tony Leung Chiu-wai|Nu Yên-Khê Tran,Anh Hung Tran
851,,
852,Kevin Costner|Rene Russo|Don Johnson,Ron Shelton
853,Colin Friels|Miles Davis|Helen Buday,Rolf de Heer
854,Kinuyo Tanaka|Teiji Takahashi|Yûko Mochizuki,Keisuke Kinoshita
855,Nathalie Baye|Joachim Serreau|Félicie Pasotti,Nicole Garcia
856,,
857,Dan Zhao|Yinyan Wu|Daolin Sun,Junli Zheng
858,Marlon Brando|Al Pacino|James Caan,Francis Ford Coppola
859,Herb Caen|Thomas J. Cahill|Ronnie Davis,Jack O&apos;Connell
860,Til Schweiger|Katja Riemann|Joachim Król,Sönke Wortmann
861,Jackie Chan|Michelle Yeoh|Maggie Cheung,Stanley Tong
862,Scarlett Johansson|Aleksa Palladino|Mary Kay Place,Lisa Krueger
864,Julie Hagerty|Tom Noonan|Wallace Shawn,Tom Noonan
865,Iain Robertson|Joe McFadden|Steven Duffy,Gillies MacKinnon
866,Jennifer Tilly|Gina Gershon|Joe Pantoliano,Lana Wachowski|Lilly Wachowski
867,Tom Arnold|David Paymer|Rhea Perlman,Arthur Hiller
868,Sam Neill|Zoe Carides|John Clarke,John Ruane
869,Jennifer Jason Leigh|Miranda Richardson|Harry Belafonte,Robert Altman
870,,
871,Billy Campbell|Jennifer Grey|Tim Curry,Peter Shaner
872,Chen Chao-jung|Kang-sheng Lee|Kuei-Mei Yang,Tsai Ming-liang
873,Ingrid Caven|Rainer Werner Fassbinder|Annemarie Düringer,Daniel Schmid
874,James Woods|Robert Sean Leonard|Ellen Greene,Tim Metcalfe
875,Alexandra Paul|Youssef Abed-Alnour|Paul Gleason,Izidore K. Musallam
876,Michelle Yeoh|Rongguang Yu|Emil Chau,Stanley Tong
877,Lili Taylor|Bruklin Harris|Anna Grace,Jim McKay
878,Sami Bouajila|Nozha Khouadra|Philippe Ambrosini,Karim Dridi
879,Penelope Ann Miller|Tom Sizemore|Linda Hunt,Peter Hyams
880,David Thewlis|Marlon Brando|Val Kilmer,John Frankenheimer|Richard Stanley
881,Sinbad|Brock Pierce|Blake Boyd,David Mickey Evans
882,Kyle MacLachlan|Elisabeth Shue|Dermot Mulroney,David Koepp
884,Michael Imperioli|Mira Sorvino|Joyce Phillips,Gary Winick
885,Whoopi Goldberg|Gérard Depardieu|Haley Joel Osment,Norman Jewison
886,Damon Wayans|Adam Sandler|James Caan,Ernest R. Dickerson
887,Polly Walker|Vincent Perez|Franco Nero,Nick Hamm
888,Scott McAfee|Candace Hutson|Heather Hogan,Roy Allen Smith
889,Ariane Schluter|Ad van Kempen,Theo van Gogh
890,Victoria Abril|Carmen Maura|Antonio Banderas,Rafael Moleón
891,Donald Pleasence|Paul Rudd|Marianne Hagan,Joe Chappelle
